"","db","query","phylum","class","order","family","genus","species","ncbi"
"8061","itis","Phyllanthus almadensis",NA,NA,NA,NA,NA,NA,NA
"8062","itis","Phyllanthus amarus",NA,"Magnoliopsida","Malpighiales","Phyllanthaceae","Phyllanthus","Phyllanthus amarus",NA
"8063","itis","Phyllanthus aracaensis",NA,NA,NA,NA,NA,NA,NA
"8064","itis","Phyllanthus atabapoensis",NA,NA,NA,NA,NA,NA,NA
"8065","itis","Phyllanthus attenuatus",NA,NA,NA,NA,NA,NA,NA
"8066","itis","Phyllanthus biantherifer",NA,NA,NA,NA,NA,NA,NA
"8067","itis","Phyllanthus brasiliensis",NA,NA,NA,NA,NA,NA,NA
"8068","itis","Phyllanthus caribaeus",NA,NA,NA,NA,NA,NA,NA
"8069","itis","Phyllanthus caroliniensis",NA,"Magnoliopsida","Malpighiales","Phyllanthaceae","Phyllanthus","Phyllanthus caroliniensis",NA
"8070","itis","Phyllanthus fluitans",NA,NA,NA,NA,NA,NA,NA
"8071","itis","Phyllanthus jablonskianus",NA,NA,NA,NA,NA,NA,NA
"8072","itis","Phyllanthus juglandifolius",NA,"Magnoliopsida","Malpighiales","Phyllanthaceae","Phyllanthus","Phyllanthus juglandifolius",NA
"8073","itis","Phyllanthus madeirensis",NA,NA,NA,NA,NA,NA,NA
"8074","itis","Phyllanthus manausensis",NA,NA,NA,NA,NA,NA,NA
"8075","itis","Phyllanthus manusensis",NA,NA,NA,NA,NA,NA,NA
"8076","itis","Phyllanthus martii",NA,NA,NA,NA,NA,NA,NA
"8077","itis","Phyllanthus minutulus",NA,NA,NA,NA,NA,NA,NA
"8078","itis","Phyllanthus myrsinites",NA,NA,NA,NA,NA,NA,NA
"8079","itis","Phyllanthus neblinae",NA,NA,NA,NA,NA,NA,NA
"8080","itis","Phyllanthus niruri",NA,"Magnoliopsida","Malpighiales","Phyllanthaceae","Phyllanthus","Phyllanthus niruri",NA
"8081","itis","Phyllanthus niruroides",NA,NA,NA,NA,NA,NA,NA
"8082","itis","Phyllanthus orbiculatus",NA,NA,NA,NA,NA,NA,NA
"8083","itis","Phyllanthus poeppigianus",NA,NA,NA,NA,NA,NA,NA
"8084","itis","Phyllanthus racemigerus",NA,NA,NA,NA,NA,NA,NA
"8085","itis","Phyllanthus sellowianus",NA,NA,NA,NA,NA,NA,NA
"8086","itis","Phyllanthus stipulatus",NA,"Magnoliopsida","Malpighiales","Phyllanthaceae","Phyllanthus","Phyllanthus stipulatus",NA
"8087","itis","Phyllanthus tenellus",NA,"Magnoliopsida","Malpighiales","Phyllanthaceae","Phyllanthus","Phyllanthus tenellus",NA
"8088","itis","Phyllanthus urinaria",NA,"Magnoliopsida","Malpighiales","Phyllanthaceae","Phyllanthus","Phyllanthus urinaria",NA
"8089","itis","Phyllanthus vacciniifolius",NA,NA,NA,NA,NA,NA,NA
"8090","itis","Phyllodon truncatulus",NA,NA,NA,NA,NA,NA,NA
"8091","itis","Phyllodrepanium falcifolium",NA,NA,NA,NA,NA,NA,NA
"8092","itis","Phyllostemonodaphne geminiflora",NA,NA,NA,NA,NA,NA,NA
"8093","itis","Physalis angulata",NA,"Magnoliopsida","Solanales","Solanaceae","Physalis","Physalis angulata",NA
"8094","itis","Physalis cordata",NA,"Magnoliopsida","Solanales","Solanaceae","Physalis","Physalis cordata",NA
"8095","itis","Physalis ignota",NA,NA,NA,NA,NA,NA,NA
"8096","itis","Physalis peruviana",NA,"Magnoliopsida","Solanales","Solanaceae","Physalis","Physalis peruviana",NA
"8097","itis","Physalis pubescens",NA,"Magnoliopsida","Solanales","Solanaceae","Physalis","Physalis pubescens",NA
"8098","itis","Physocalymma scaberrimum",NA,NA,NA,NA,NA,NA,NA
"8099","itis","Physostemon guianensis",NA,NA,NA,NA,NA,NA,NA
"8100","itis","Phytolacca americana",NA,"Magnoliopsida","Caryophyllales","Phytolaccaceae","Phytolacca","Phytolacca americana",NA
"8101","itis","Phytolacca rivinoides",NA,"Magnoliopsida","Caryophyllales","Phytolaccaceae","Phytolacca","Phytolacca rivinoides",NA
"8102","itis","Picramnia bahiensis",NA,NA,NA,NA,NA,NA,NA
"8103","itis","Picramnia elliptica",NA,NA,NA,NA,NA,NA,NA
"8104","itis","Picramnia juniniana",NA,NA,NA,NA,NA,NA,NA
"8105","itis","Picramnia latifolia",NA,NA,NA,NA,NA,NA,NA
"8106","itis","Picramnia magnifolia",NA,NA,NA,NA,NA,NA,NA
"8107","itis","Picramnia sellowii",NA,NA,NA,NA,NA,NA,NA
"8108","itis","Picramnia spruceana",NA,NA,NA,NA,NA,NA,NA
"8109","itis","Picrolemma sprucei",NA,NA,NA,NA,NA,NA,NA
"8110","itis","Pictolejeunea sprucei",NA,"Jungermanniopsida","Porellales","Lejeuneaceae","Pictolejeunea","Pictolejeunea sprucei",NA
"8111","itis","Pilea imparifolia",NA,NA,NA,NA,NA,NA,NA
"8112","itis","Pilea microphylla",NA,"Magnoliopsida","Rosales","Urticaceae","Pilea","Pilea microphylla",NA
"8113","itis","Pilea pubescens",NA,NA,NA,NA,NA,NA,NA
"8114","itis","Pilocarpus pennatifolius",NA,NA,NA,NA,NA,NA,NA
"8115","itis","Pilosium chlorophyllum",NA,"Bryopsida","Hypnales","Stereophyllaceae","Pilosium","Pilosium chlorophyllum",NA
"8116","itis","Pilostyles blanchetii",NA,NA,NA,NA,NA,NA,NA
"8117","itis","Pilotrichum bipinnatum",NA,NA,NA,NA,NA,NA,NA
"8118","itis","Pilotrichum evanescens",NA,NA,NA,NA,NA,NA,NA
"8119","itis","Pinzona coriacea",NA,"Magnoliopsida","Dilleniales","Dilleniaceae","Pinzona","Pinzona coriacea",NA
"8120","itis","Piparea dentata",NA,NA,NA,NA,NA,NA,NA
"8121","itis","Piparea multiflora",NA,NA,NA,NA,NA,NA,NA
"8122","itis","Piparea spruceana",NA,NA,NA,NA,NA,NA,NA
"8123","itis","Piper addisonii",NA,NA,NA,NA,NA,NA,NA
"8124","itis","Piper adenandrum",NA,NA,NA,NA,NA,NA,NA
"8125","itis","Piper aduncum",NA,"Magnoliopsida","Piperales","Piperaceae","Piper","Piper aduncum",NA
"8126","itis","Piper aequale",NA,"Magnoliopsida","Piperales","Piperaceae","Piper","Piper aequale",NA
"8127","itis","Piper alatabaccum",NA,NA,NA,NA,NA,NA,NA
"8128","itis","Piper alatipetiolatum",NA,NA,NA,NA,NA,NA,NA
"8129","itis","Piper aleyreanum",NA,NA,NA,NA,NA,NA,NA
"8130","itis","Piper amalago",NA,"Magnoliopsida","Piperales","Piperaceae","Piper","Piper amalago",NA
"8131","itis","Piper anonifolium",NA,NA,NA,NA,NA,NA,NA
"8132","itis","Piper arboreum",NA,NA,NA,NA,NA,NA,NA
"8133","itis","Piper asterotrichum",NA,NA,NA,NA,NA,NA,NA
"8134","itis","Piper augustum",NA,NA,NA,NA,NA,NA,NA
"8135","itis","Piper auriculilaminum",NA,NA,NA,NA,NA,NA,NA
"8136","itis","Piper auritum",NA,"Magnoliopsida","Piperales","Piperaceae","Piper","Piper auritum",NA
"8137","itis","Piper baccans",NA,NA,NA,NA,NA,NA,NA
"8138","itis","Piper bartlingianum",NA,NA,NA,NA,NA,NA,NA
"8139","itis","Piper bellidifolium",NA,NA,NA,NA,NA,NA,NA
"8140","itis","Piper belterraense",NA,NA,NA,NA,NA,NA,NA
"8141","itis","Piper bolivaranum",NA,NA,NA,NA,NA,NA,NA
"8142","itis","Piper brachypetiolatum",NA,NA,NA,NA,NA,NA,NA
"8143","itis","Piper brasiliense",NA,NA,NA,NA,NA,NA,NA
"8144","itis","Piper brevesanum",NA,NA,NA,NA,NA,NA,NA
"8145","itis","Piper bullatilimbum",NA,NA,NA,NA,NA,NA,NA
"8146","itis","Piper cachimboense",NA,NA,NA,NA,NA,NA,NA
"8147","itis","Piper callosum",NA,NA,NA,NA,NA,NA,NA
"8148","itis","Piper camiloi",NA,NA,NA,NA,NA,NA,NA
"8149","itis","Piper capitarianum",NA,NA,NA,NA,NA,NA,NA
"8150","itis","Piper carniconnectivum",NA,NA,NA,NA,NA,NA,NA
"8151","itis","Piper cavalcantei",NA,NA,NA,NA,NA,NA,NA
"8152","itis","Piper cernuum",NA,NA,NA,NA,NA,NA,NA
"8153","itis","Piper chavicoides",NA,NA,NA,NA,NA,NA,NA
"8154","itis","Piper chumboense",NA,NA,NA,NA,NA,NA,NA
"8155","itis","Piper cililimbum",NA,NA,NA,NA,NA,NA,NA
"8156","itis","Piper cirratum",NA,NA,NA,NA,NA,NA,NA
"8157","itis","Piper claussenianum",NA,NA,NA,NA,NA,NA,NA
"8158","itis","Piper concretiflorum",NA,NA,NA,NA,NA,NA,NA
"8159","itis","Piper conejoense",NA,NA,NA,NA,NA,NA,NA
"8160","itis","Piper consanguineum",NA,NA,NA,NA,NA,NA,NA
"8161","itis","Piper corpulentispicum",NA,NA,NA,NA,NA,NA,NA
"8162","itis","Piper coruscans",NA,NA,NA,NA,NA,NA,NA
"8163","itis","Piper cowanii",NA,NA,NA,NA,NA,NA,NA
"8164","itis","Piper crassinervium",NA,NA,NA,NA,NA,NA,NA
"8165","itis","Piper curtistilum",NA,NA,NA,NA,NA,NA,NA
"8166","itis","Piper cyrtopodon",NA,NA,NA,NA,NA,NA,NA
"8167","itis","Piper dactylostigmum",NA,NA,NA,NA,NA,NA,NA
"8168","itis","Piper demeraranum",NA,NA,NA,NA,NA,NA,NA
"8169","itis","Piper dilatatum",NA,"Magnoliopsida","Piperales","Piperaceae","Piper","Piper dilatatum",NA
"8170","itis","Piper divaricatum",NA,NA,NA,NA,NA,NA,NA
"8171","itis","Piper duckei",NA,NA,NA,NA,NA,NA,NA
"8172","itis","Piper dumosum",NA,NA,NA,NA,NA,NA,NA
"8173","itis","Piper durilignum",NA,NA,NA,NA,NA,NA,NA
"8174","itis","Piper erectipilum",NA,NA,NA,NA,NA,NA,NA
"8175","itis","Piper esperancanum",NA,NA,NA,NA,NA,NA,NA
"8176","itis","Piper faroense",NA,NA,NA,NA,NA,NA,NA
"8177","itis","Piper fonteboanum",NA,NA,NA,NA,NA,NA,NA
"8178","itis","Piper francovilleanum",NA,NA,NA,NA,NA,NA,NA
"8179","itis","Piper froesii",NA,NA,NA,NA,NA,NA,NA
"8180","itis","Piper gaudichaudianum",NA,NA,NA,NA,NA,NA,NA
"8181","itis","Piper gilvibaccum",NA,NA,NA,NA,NA,NA,NA
"8182","itis","Piper glabratum",NA,NA,NA,NA,NA,NA,NA
"8183","itis","Piper glabrescens",NA,"Magnoliopsida","Piperales","Piperaceae","Piper","Piper glabrescens",NA
"8184","itis","Piper glabribracteum",NA,NA,NA,NA,NA,NA,NA
"8185","itis","Piper glandulosissimum",NA,NA,NA,NA,NA,NA,NA
"8186","itis","Piper guianense",NA,NA,NA,NA,NA,NA,NA
"8187","itis","Piper gurupanum",NA,NA,NA,NA,NA,NA,NA
"8188","itis","Piper hermannii",NA,NA,NA,NA,NA,NA,NA
"8189","itis","Piper heterophyllum",NA,NA,NA,NA,NA,NA,NA
"8190","itis","Piper hispidum",NA,"Magnoliopsida","Piperales","Piperaceae","Piper","Piper hispidum",NA
"8191","itis","Piper hostmannianum",NA,NA,NA,NA,NA,NA,NA
"8192","itis","Piper humaytanum",NA,NA,NA,NA,NA,NA,NA
"8193","itis","Piper ilheusense",NA,NA,NA,NA,NA,NA,NA
"8194","itis","Piper inaequale",NA,NA,NA,NA,NA,NA,NA
"8195","itis","Piper iquitosense",NA,NA,NA,NA,NA,NA,NA
"8196","itis","Piper japurense",NA,NA,NA,NA,NA,NA,NA
"8197","itis","Piper javariense",NA,NA,NA,NA,NA,NA,NA
"8198","itis","Piper klotzschianum",NA,NA,NA,NA,NA,NA,NA
"8199","itis","Piper krukoffi",NA,NA,NA,NA,NA,NA,NA
"8200","itis","Piper laevigatum",NA,NA,NA,NA,NA,NA,NA
"8201","itis","Piper lanceifolium",NA,NA,NA,NA,NA,NA,NA
"8202","itis","Piper lanceolatum",NA,NA,NA,NA,NA,NA,NA
"8203","itis","Piper leticianum",NA,NA,NA,NA,NA,NA,NA
"8204","itis","Piper limai",NA,NA,NA,NA,NA,NA,NA
"8205","itis","Piper macerispicum",NA,NA,NA,NA,NA,NA,NA
"8206","itis","Piper macrotrichum",NA,NA,NA,NA,NA,NA,NA
"8207","itis","Piper madeiranum",NA,NA,NA,NA,NA,NA,NA
"8208","itis","Piper malacophyllum",NA,NA,NA,NA,NA,NA,NA
"8209","itis","Piper manausense",NA,NA,NA,NA,NA,NA,NA
"8210","itis","Piper maranyonense",NA,NA,NA,NA,NA,NA,NA
"8211","itis","Piper marginatum",NA,"Magnoliopsida","Piperales","Piperaceae","Piper","Piper marginatum",NA
"8212","itis","Piper mastersianum",NA,NA,NA,NA,NA,NA,NA
"8213","itis","Piper mikanianum",NA,NA,NA,NA,NA,NA,NA
"8214","itis","Piper millegranum",NA,NA,NA,NA,NA,NA,NA
"8215","itis","Piper mollicomum",NA,NA,NA,NA,NA,NA,NA
"8216","itis","Piper mollipilosum",NA,NA,NA,NA,NA,NA,NA
"8217","itis","Piper monostigmum",NA,NA,NA,NA,NA,NA,NA
"8218","itis","Piper monteverdeanum",NA,NA,NA,NA,NA,NA,NA
"8219","itis","Piper mourai",NA,NA,NA,NA,NA,NA,NA
"8220","itis","Piper multiplinervium",NA,NA,NA,NA,NA,NA,NA
"8221","itis","Piper negritosense",NA,NA,NA,NA,NA,NA,NA
"8222","itis","Piper nematanthera",NA,NA,NA,NA,NA,NA,NA
"8223","itis","Piper nigribaccum",NA,NA,NA,NA,NA,NA,NA
"8224","itis","Piper nigrispicum",NA,NA,NA,NA,NA,NA,NA
"8225","itis","Piper nigropunctatum",NA,NA,NA,NA,NA,NA,NA
"8226","itis","Piper nigrum",NA,"Magnoliopsida","Piperales","Piperaceae","Piper","Piper nigrum",NA
"8227","itis","Piper nudilimbum",NA,NA,NA,NA,NA,NA,NA
"8228","itis","Piper obliquum",NA,"Magnoliopsida","Piperales","Piperaceae","Piper","Piper obliquum",NA
"8229","itis","Piper obtusilimbum",NA,NA,NA,NA,NA,NA,NA
"8230","itis","Piper ottonoides",NA,NA,NA,NA,NA,NA,NA
"8231","itis","Piper paramaribense",NA,NA,NA,NA,NA,NA,NA
"8232","itis","Piper paucipilosum",NA,NA,NA,NA,NA,NA,NA
"8233","itis","Piper pellitum",NA,NA,NA,NA,NA,NA,NA
"8234","itis","Piper peltatum",NA,"Magnoliopsida","Piperales","Piperaceae","Piper","Piper peltatum",NA
"8235","itis","Piper permucronatum",NA,NA,NA,NA,NA,NA,NA
"8236","itis","Piper phytolaccifolium",NA,NA,NA,NA,NA,NA,NA
"8237","itis","Piper piresii",NA,NA,NA,NA,NA,NA,NA
"8238","itis","Piper piscatorum",NA,NA,NA,NA,NA,NA,NA
"8239","itis","Piper plurinervosum",NA,NA,NA,NA,NA,NA,NA
"8240","itis","Piper politii",NA,NA,NA,NA,NA,NA,NA
"8241","itis","Piper poporense",NA,NA,NA,NA,NA,NA,NA
"8242","itis","Piper pothophyllum",NA,NA,NA,NA,NA,NA,NA
"8243","itis","Piper pseudoarboreum",NA,NA,NA,NA,NA,NA,NA
"8244","itis","Piper pseudoglabrescens",NA,NA,NA,NA,NA,NA,NA
"8245","itis","Piper pulleanum",NA,NA,NA,NA,NA,NA,NA
"8246","itis","Piper purusanum",NA,NA,NA,NA,NA,NA,NA
"8247","itis","Piper reductipes",NA,NA,NA,NA,NA,NA,NA
"8248","itis","Piper renitens",NA,NA,NA,NA,NA,NA,NA
"8249","itis","Piper reticulatum",NA,"Magnoliopsida","Piperales","Piperaceae","Piper","Piper reticulatum",NA
"8250","itis","Piper retropilosum",NA,NA,NA,NA,NA,NA,NA
"8251","itis","Piper richardiifolium",NA,NA,NA,NA,NA,NA,NA
"8252","itis","Piper rupununianum",NA,NA,NA,NA,NA,NA,NA
"8253","itis","Piper sancti-felicis",NA,NA,NA,NA,NA,NA,NA
"8254","itis","Piper secundum",NA,NA,NA,NA,NA,NA,NA
"8255","itis","Piper sericeonervosum",NA,NA,NA,NA,NA,NA,NA
"8256","itis","Piper soledadense",NA,NA,NA,NA,NA,NA,NA
"8257","itis","Piper stellipilum",NA,NA,NA,NA,NA,NA,NA
"8258","itis","Piper striatipetiolum",NA,NA,NA,NA,NA,NA,NA
"8259","itis","Piper strigosum",NA,NA,NA,NA,NA,NA,NA
"8260","itis","Piper subfalcatum",NA,NA,NA,NA,NA,NA,NA
"8261","itis","Piper subglabrifolium",NA,NA,NA,NA,NA,NA,NA
"8262","itis","Piper sublignosum",NA,NA,NA,NA,NA,NA,NA
"8263","itis","Piper subsilvestre",NA,NA,NA,NA,NA,NA,NA
"8264","itis","Piper suffrutescens",NA,NA,NA,NA,NA,NA,NA
"8265","itis","Piper taboganum",NA,NA,NA,NA,NA,NA,NA
"8266","itis","Piper tortivenulosum",NA,NA,NA,NA,NA,NA,NA
"8267","itis","Piper trichoneuron",NA,NA,NA,NA,NA,NA,NA
"8268","itis","Piper tridentipilum",NA,NA,NA,NA,NA,NA,NA
"8269","itis","Piper trigonum",NA,"Magnoliopsida","Piperales","Piperaceae","Piper","Piper trigonum",NA
"8270","itis","Piper tuberculatum",NA,NA,NA,NA,NA,"Piper tuberculatum",NA
"8271","itis","Piper uleanum",NA,NA,NA,NA,NA,NA,NA
"8272","itis","Piper umbellatum",NA,"Magnoliopsida","Piperales","Piperaceae","Piper","Piper umbellatum",NA
"8273","itis","Piper utinganum",NA,NA,NA,NA,NA,NA,NA
"8274","itis","Piper vellosoi",NA,NA,NA,NA,NA,NA,NA
"8275","itis","Piper vermiculatum",NA,NA,NA,NA,NA,NA,NA
"8276","itis","Piper vicosanum",NA,NA,NA,NA,NA,NA,NA
"8277","itis","Piper vitaceum",NA,NA,NA,NA,NA,NA,NA
"8278","itis","Piptadenia gonoacantha",NA,NA,NA,NA,NA,NA,NA
"8279","itis","Piptadenia minutiflora",NA,NA,NA,NA,NA,NA,NA
"8280","itis","Piptadenia pteroclada",NA,NA,NA,NA,NA,NA,NA
"8281","itis","Piptadenia uaupensis",NA,NA,NA,NA,NA,NA,NA
"8282","itis","Piptocarpha barrosoana",NA,NA,NA,NA,NA,NA,NA
"8283","itis","Piptocarpha opaca",NA,NA,NA,NA,NA,NA,NA
"8284","itis","Piptocarpha poeppigiana",NA,NA,NA,NA,NA,NA,NA
"8285","itis","Piptocarpha ramiflora",NA,NA,NA,NA,NA,NA,NA
"8286","itis","Piptocoma discolor",NA,NA,NA,NA,NA,NA,NA
"8287","itis","Piptocoma niceforoi",NA,NA,NA,NA,NA,NA,NA
"8288","itis","Piptocoma schomburgkii",NA,NA,NA,NA,NA,NA,NA
"8289","itis","Piranhea trifoliata",NA,NA,NA,NA,NA,NA,NA
"8290","itis","Piranhea trifoliolata",NA,NA,NA,NA,NA,NA,NA
"8291","itis","Pireella pohlii",NA,"Bryopsida","Hypnales","Pterobryaceae","Pireella","Pireella pohlii",NA
"8292","itis","Piresia goeldii",NA,"Magnoliopsida","Poales","Poaceae","Piresia","Piresia goeldii",NA
"8293","itis","Piresia sympodica",NA,"Magnoliopsida","Poales","Poaceae","Piresia","Piresia sympodica",NA
"8294","itis","Piresia tenella",NA,NA,NA,NA,NA,NA,NA
"8295","itis","Piriqueta cistoides",NA,"Magnoliopsida","Malpighiales","Passifloraceae","Piriqueta","Piriqueta cistoides",NA
"8296","itis","Pisonia aculeata",NA,"Magnoliopsida","Caryophyllales","Nyctaginaceae","Pisonia","Pisonia aculeata",NA
"8297","itis","Pisonia ambigua",NA,NA,NA,NA,NA,NA,NA
"8298","itis","Pistia stratiotes",NA,"Magnoliopsida","Alismatales","Araceae","Pistia","Pistia stratiotes",NA
"8299","itis","Pitcairnia brachysperma",NA,NA,NA,NA,NA,NA,NA
"8300","itis","Pitcairnia bulbosa",NA,NA,NA,NA,NA,NA,NA
"8301","itis","Pitcairnia caricifolia",NA,NA,NA,NA,NA,NA,NA
"8302","itis","Pitcairnia echinata",NA,NA,NA,NA,NA,NA,NA
"8303","itis","Pitcairnia ensifolia",NA,NA,NA,NA,NA,NA,NA
"8304","itis","Pitcairnia fimbriatobracteata",NA,NA,NA,NA,NA,NA,NA
"8305","itis","Pitcairnia juncoides",NA,NA,NA,NA,NA,NA,NA
"8306","itis","Pitcairnia maidifolia",NA,NA,NA,NA,NA,NA,NA
"8307","itis","Pitcairnia patentiflora",NA,NA,NA,NA,NA,NA,NA
"8308","itis","Pitcairnia rubiginosa",NA,NA,NA,NA,NA,NA,NA
"8309","itis","Pitcairnia rundelliana",NA,NA,NA,NA,NA,NA,NA
"8310","itis","Pitcairnia sprucei",NA,NA,NA,NA,NA,NA,NA
"8311","itis","Pitcairnia turbinella",NA,NA,NA,NA,NA,NA,NA
"8312","itis","Pitcairnia uaupensis",NA,NA,NA,NA,NA,NA,NA
"8313","itis","Pithecellobium dulce",NA,"Magnoliopsida","Fabales","Fabaceae","Pithecellobium","Pithecellobium dulce",NA
"8314","itis","Pithecoctenium crucigerum",NA,"Magnoliopsida","Lamiales","Bignoniaceae","Pithecoctenium","Pithecoctenium crucigerum",NA
"8315","itis","Pityrogramma calomelanos",NA,"Polypodiopsida","Polypodiales","Pteridaceae","Pityrogramma","Pityrogramma calomelanos",NA
"8316","itis","Pityrogramma ebenea",NA,"Polypodiopsida","Polypodiales","Pteridaceae","Pityrogramma","Pityrogramma ebenea",NA
"8317","itis","Pityrogramma trifoliata",NA,"Polypodiopsida","Polypodiales","Pteridaceae","Pityrogramma","Pityrogramma trifoliata",NA
"8318","itis","Plagiochila adianthoides",NA,"Jungermanniopsida","Jungermanniales","Plagiochilaceae","Plagiochila","Plagiochila adianthoides",NA
"8319","itis","Plagiochila aerea",NA,"Jungermanniopsida","Jungermanniales","Plagiochilaceae","Plagiochila","Plagiochila aerea",NA
"8320","itis","Plagiochila boryana",NA,"Jungermanniopsida","Jungermanniales","Plagiochilaceae","Plagiochila","Plagiochila boryana",NA
"8321","itis","Plagiochila crispabilis",NA,"Jungermanniopsida","Jungermanniales","Plagiochilaceae","Plagiochila","Plagiochila crispabilis",NA
"8322","itis","Plagiochila disticha",NA,"Jungermanniopsida","Jungermanniales","Plagiochilaceae","Plagiochila","Plagiochila disticha",NA
"8323","itis","Plagiochila gymnocalycina",NA,"Jungermanniopsida","Jungermanniales","Plagiochilaceae","Plagiochila","Plagiochila gymnocalycina",NA
"8324","itis","Plagiochila macrostachya",NA,"Jungermanniopsida","Jungermanniales","Plagiochilaceae","Plagiochila","Plagiochila macrostachya",NA
"8325","itis","Plagiochila montagnei",NA,"Jungermanniopsida","Jungermanniales","Plagiochilaceae","Plagiochila","Plagiochila montagnei",NA
"8326","itis","Plagiochila patula",NA,"Jungermanniopsida","Jungermanniales","Plagiochilaceae","Plagiochila","Plagiochila patula",NA
"8327","itis","Plagiochila raddiana",NA,"Jungermanniopsida","Jungermanniales","Plagiochilaceae","Plagiochila","Plagiochila raddiana",NA
"8328","itis","Plagiochila rutilans",NA,"Jungermanniopsida","Jungermanniales","Plagiochilaceae","Plagiochila","Plagiochila rutilans",NA
"8329","itis","Plagiochila simplex",NA,"Jungermanniopsida","Jungermanniales","Plagiochilaceae","Plagiochila","Plagiochila simplex",NA
"8330","itis","Plagiochila steyermarkii",NA,"Jungermanniopsida","Jungermanniales","Plagiochilaceae","Plagiochila","Plagiochila steyermarkii",NA
"8331","itis","Plagiochila subplana",NA,"Jungermanniopsida","Jungermanniales","Plagiochilaceae","Plagiochila","Plagiochila subplana",NA
"8332","itis","Plagiochila vincentina",NA,"Jungermanniopsida","Jungermanniales","Plagiochilaceae","Plagiochila","Plagiochila vincentina",NA
"8333","itis","Plantago major",NA,"Magnoliopsida","Lamiales","Plantaginaceae","Plantago","Plantago major",NA
"8334","itis","Plathymenia reticulata",NA,NA,NA,NA,NA,NA,NA
"8335","itis","Platonia insignis",NA,"Magnoliopsida","Malpighiales","Clusiaceae","Platonia","Platonia insignis",NA
"8336","itis","Platycarpum acreanum",NA,NA,NA,NA,NA,NA,NA
"8337","itis","Platycarpum decipiens",NA,NA,NA,NA,NA,NA,NA
"8338","itis","Platycarpum duckei",NA,NA,NA,NA,NA,NA,NA
"8339","itis","Platycarpum egleri",NA,NA,NA,NA,NA,NA,NA
"8340","itis","Platycarpum froesii",NA,NA,NA,NA,NA,NA,NA
"8341","itis","Platycarpum negrense",NA,NA,NA,NA,NA,NA,NA
"8342","itis","Platymiscium darienense",NA,NA,NA,NA,NA,NA,NA
"8343","itis","Platymiscium filipes",NA,NA,NA,NA,NA,NA,NA
"8344","itis","Platymiscium pinnatum",NA,NA,NA,NA,NA,NA,NA
"8345","itis","Platymiscium stipulare",NA,"Magnoliopsida","Fabales","Fabaceae","Platymiscium","Platymiscium stipulare",NA
"8346","itis","Platymiscium trinitatis",NA,NA,NA,NA,NA,NA,NA
"8347","itis","Platypodium elegans",NA,NA,NA,NA,NA,NA,NA
"8348","itis","Plaubelia sprengelii",NA,"Bryopsida","Pottiales","Pottiaceae","Plaubelia","Plaubelia sprengelii",NA
"8349","itis","Pleonotoma clematis",NA,NA,NA,NA,NA,NA,NA
"8350","itis","Pleonotoma dendrotricha",NA,NA,NA,NA,NA,NA,NA
"8351","itis","Pleonotoma exserta",NA,NA,NA,NA,NA,NA,NA
"8352","itis","Pleonotoma jasminifolia",NA,NA,NA,NA,NA,NA,NA
"8353","itis","Pleonotoma longiflora",NA,NA,NA,NA,NA,NA,NA
"8354","itis","Pleonotoma melioides",NA,NA,NA,NA,NA,NA,NA
"8355","itis","Pleonotoma pavettiflora",NA,NA,NA,NA,NA,NA,NA
"8356","itis","Pleonotoma variabilis",NA,NA,NA,NA,NA,NA,NA
"8357","itis","Pleopeltis astrolepis",NA,"Polypodiopsida","Polypodiales","Polypodiaceae","Pleopeltis","Pleopeltis astrolepis",NA
"8358","itis","Pleopeltis bombycina",NA,NA,NA,NA,NA,NA,NA
"8359","itis","Pleopeltis burchellii",NA,NA,NA,NA,NA,NA,NA
"8360","itis","Pleopeltis desvauxii",NA,NA,NA,NA,NA,NA,NA
"8361","itis","Pleopeltis fuscopunctata",NA,NA,NA,NA,NA,NA,NA
"8362","itis","Pleopeltis hirsutissima",NA,NA,NA,NA,NA,NA,NA
"8363","itis","Pleopeltis macrocarpa",NA,NA,NA,NA,NA,NA,NA
"8364","itis","Pleopeltis minima",NA,NA,NA,NA,NA,NA,NA
"8365","itis","Pleopeltis percussa",NA,NA,NA,NA,NA,NA,NA
"8366","itis","Pleopeltis pleopeltifolia",NA,NA,NA,NA,NA,NA,NA
"8367","itis","Pleopeltis polypodioides",NA,"Polypodiopsida","Polypodiales","Polypodiaceae","Pleopeltis","Pleopeltis polypodioides",NA
"8368","itis","Pleroma barbigerum",NA,NA,NA,NA,NA,NA,NA
"8369","itis","Pleroma candolleanum",NA,NA,NA,NA,NA,NA,NA
"8370","itis","Pleroma cryptadenum",NA,NA,NA,NA,NA,NA,NA
"8371","itis","Pleroma heteromallum",NA,NA,NA,NA,NA,NA,NA
"8372","itis","Pleroma urvilleanum",NA,NA,NA,NA,NA,NA,NA
"8373","itis","Pleuranthodendron lindenii",NA,NA,NA,NA,NA,NA,NA
"8374","itis","Pleurisanthes emarginata",NA,NA,NA,NA,NA,NA,NA
"8375","itis","Pleurisanthes flava",NA,NA,NA,NA,NA,NA,NA
"8376","itis","Pleurisanthes parviflora",NA,NA,NA,NA,NA,NA,NA
"8377","itis","Pleurisanthes simpliciflora",NA,NA,NA,NA,NA,NA,NA
"8378","itis","Pleurothallis cordata",NA,NA,NA,NA,NA,NA,NA
"8379","itis","Pleurothallis elvirana",NA,NA,NA,NA,NA,NA,NA
